ID_CLIENTE,EDAD,SEGMENTO,CLAS_SBS,VINCULACION,SALDO_MEDIO_ENERO,SALDO_MEDIO_FEBRERO,SALDO_MEDIO_MARZO,SALDO_MEDIO_ABRIL,SALDO_MEDIO_MAYO,SALDO_MEDIO_JUNIO,NRO_ACCES_CANAL_ENERO,NRO_ACCES_CANAL_FEBRERO,NRO_ACCES_CANAL_MARZO,NRO_ACCES_CANAL_ABRIL,NRO_ACCES_CANAL_MAYO,NRO_ACCES_CANAL_JUNIO,NRO_ENTID_SSFF_ENERO,NRO_ENTID_SSFF_FEBRERO,NRO_ENTID_SSFF_MARZO,NRO_ENTID_SSFF_ABRIL,NRO_ENTID_SSFF_MAYO,NRO_ENTID_SSFF_JUNIO,SALDO_CANCELADO_TC ,NRO_RECLAMO_ENERO,NRO_RECLAMO_FEBRERO,NRO_RECLAMO_MARZO,NRO_RECLAMO_ABRIL,NRO_RECLAMO_MAYO,NRO_RECLAMO_JUNIO
ID179,60,CLASICO,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,167,2,0,0,1,1,3
ID180,40,VIP,NOR,Potencial,0,0,0,0,0,0,1,1,1,0,0,0,4,4,4,4,4,4,500,0,0,1,1,1,0
ID181,42,VIP,NOR,Estrella,0,0,0,0,0,0,0,6,2,2,1,5,4,4,4,4,4,4,399,0,1,0,0,0,1
ID182,33,PRIME,NOR,Transaccional,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,343,2,0,1,0,0,0
ID183,35,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,226,2,1,1,0,1,1
ID184,39,CLASICO,NOR,Potencial,0,0,0,0,0,0,4,4,2,0,0,0,4,4,4,4,4,4,324,1,1,1,1,1,2
ID185,43,VIP,NB  ,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,308,0,0,0,1,0,1
ID186,50,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,141,1,1,0,0,1,2
ID187,54,PRIME,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,155,1,1,0,1,1,0
ID188,56,PRIME,NOR,Estrella,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,286,1,0,1,1,1,1
ID189,57,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,4,269,0,0,0,0,0,0
ID190,62,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,4,216,0,0,0,0,1,1
ID191,61,CLASICO,NB  ,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,451,2,0,0,0,0,2
ID192,52,VIP,NB  ,No Vinculado,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,4,135,2,0,0,1,1,0
ID193,50,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,223,2,0,1,0,1,2
ID194,53,PRIME,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,351,0,0,1,1,1,2
ID195,45,CLASICO,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,164,0,0,1,1,1,2
ID196,55,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,5,3,419,2,1,1,0,0,0
ID197,35,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,3,3,281,1,1,1,2,1,1
ID198,37,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,3,288,2,0,1,0,0,0
ID199,53,PRIME,NOR,Basico,0,0,0,0,0,1550,1,0,0,0,0,0,5,4,3,3,3,3,123,1,0,0,0,0,1
ID200,63,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,3,75,2,1,0,0,1,0
ID201,65,VIP,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,3,381,2,0,1,1,1,3
ID202,55,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,3,3,313,0,0,0,1,0,2
ID203,57,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,3,3,105,1,1,0,2,0,0
ID204,60,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,74,2,0,1,1,1,2
ID205,48,VIP,NB  ,Basico,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,120,2,1,0,2,0,1
ID206,33,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,483,0,0,1,1,0,0
ID207,64,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,175,2,0,0,0,1,1
ID208,36,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,176,0,1,1,0,1,1
ID209,42,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,363,0,0,1,1,0,0
ID210,50,VIP,NOR,No Vinculado,0,0,0,0,0,6210,0,0,0,0,0,0,4,4,3,3,3,3,211,1,1,0,0,0,1
ID211,58,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,272,1,0,0,1,1,1
ID212,60,PRIME,NOR,Estrella,0,0,0,0,0,270,0,0,0,0,0,0,4,3,3,3,3,3,388,2,0,1,1,1,3
ID213,61,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,3,313,2,1,1,0,1,3
ID214,41,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,306,2,0,0,2,0,3
ID215,49,PRIME,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,198,0,1,0,0,0,0
ID216,44,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,2,0,0,3,3,3,3,3,3,299,0,0,0,0,1,3
ID217,44,CLASICO,NOR,Potencial,0,0,0,0,0,0,1,4,4,2,2,0,3,3,3,3,3,3,85,0,1,1,2,0,3
ID218,44,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,219,0,0,1,2,0,0
ID219,60,PRIME,NOR,Basico,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,3,3,3,191,1,1,1,1,1,3
ID220,65,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,59,0,0,0,1,1,1
ID221,51,CLASICO,NOR,Estrella,0,0,10,740,2310,0,0,2,0,0,0,3,3,3,4,4,4,3,361,1,1,1,0,0,1
ID222,53,PRIME,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,279,1,0,1,1,0,1
ID223,58,PRIME,PER,Basico,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,289,0,1,1,0,1,2
ID224,60,VIP,NOR,Basico,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,464,1,1,1,2,1,0
ID225,40,CLASICO,NOR,Estrella,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,494,1,1,0,1,1,1
ID226,60,PRIME,NOR,Basico,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,3,3,3,276,2,1,0,1,1,3
ID227,65,CLASICO,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,407,1,1,0,1,1,3
ID228,48,PRIME,NOR,Potencial,0,0,0,0,0,0,5,4,2,1,0,1,3,3,3,3,3,3,468,0,0,0,1,1,2
ID229,48,VIP,NOR,Basico,0,0,0,0,0,0,1,1,0,0,0,3,3,3,3,3,2,3,183,1,0,0,1,1,1
ID230,31,PRIME,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,361,2,1,1,2,1,0
ID231,42,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,3,326,2,0,0,0,1,1
ID232,43,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,237,1,1,1,2,1,1
ID233,44,PRIME,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,459,2,0,1,1,0,3
ID234,44,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,404,0,0,1,1,0,2
ID235,46,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,631,1,0,0,1,1,0
ID236,49,PRIME,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,421,2,0,1,2,0,2
ID237,53,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,281,0,0,0,2,1,1
ID238,57,PRIME,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,111,0,0,0,2,0,1
ID239,64,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,474,2,1,0,0,1,2
ID240,64,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,155,2,0,1,1,1,3
ID241,32,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,319,2,1,0,1,0,1
ID242,60,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,604,2,0,1,1,1,3
ID243,49,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,3,440,2,0,0,1,0,1
ID244,57,VIP,NOR,Estrella,0,50,210,100,0,0,0,0,0,0,0,0,2,2,3,4,4,3,435,1,0,1,2,1,1
ID245,35,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,416,1,0,1,0,0,1
ID246,35,VIP,PER,Basico,0,0,0,0,0,0,1,1,2,0,0,0,2,2,3,4,3,3,365,2,0,0,1,1,1
ID247,51,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,469,0,0,1,2,1,1
ID248,61,CLASICO,NB  ,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,447,1,1,1,0,1,2
ID249,48,VIP,NB  ,Estrella,0,0,0,1840,1800,0,0,0,0,1,0,0,1,1,3,3,3,3,445,1,0,1,2,0,1
ID250,37,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,2,325,1,1,0,1,0,2
ID251,64,PRIME,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,2,2,400,2,0,0,0,0,0
ID252,38,VIP,NB  ,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,559,0,1,1,0,0,3
ID253,65,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,673,0,0,1,2,0,1
ID254,41,CLASICO,NOR,Basico,0,0,0,0,0,5100,1,0,0,0,0,0,3,2,2,2,2,2,548,2,1,1,2,1,1
ID255,45,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,326,0,0,0,1,1,0
ID256,48,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,237,0,0,1,1,0,1
ID257,49,CLASICO,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,148,2,1,0,0,0,3
ID258,51,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,375,2,1,0,0,0,3
ID259,52,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,396,1,0,0,0,0,2
ID260,56,PRIME,NOR,Estrella,0,0,0,0,0,0,1,1,0,0,0,0,3,3,4,4,3,2,411,1,0,1,1,0,1
ID261,63,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,459,1,0,0,2,0,3
ID262,65,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,545,1,1,0,2,0,2
ID263,53,VIP,NOR,Basico,0,0,540,1100,1350,2080,1,1,0,0,1,2,2,2,2,2,2,2,503,2,0,1,0,1,1
ID264,50,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,385,0,0,0,1,1,0
ID265,57,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,319,1,0,0,0,0,2
ID266,55,VIP,NOR,Estrella,0,0,0,0,0,0,8,3,10,7,5,4,2,2,2,2,2,2,747,0,1,1,2,1,2
ID267,46,PRIME,PER,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,616,1,1,0,2,1,3
ID268,49,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,710,1,0,0,0,0,0
ID269,63,CLASICO,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,673,2,0,1,1,1,3
ID270,51,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,621,0,1,1,1,1,2
ID271,62,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,499,2,1,0,1,0,2
ID272,57,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,502,1,1,1,2,1,0
ID273,58,VIP,NOR,Basico,0,0,0,0,0,0,3,6,5,7,7,7,2,2,2,2,2,2,563,0,0,0,0,1,1
ID274,45,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,460,2,1,0,0,1,2
ID275,49,VIP,NB  ,Basico,0,0,0,0,0,0,6,4,6,6,4,7,2,2,2,2,2,2,495,0,1,0,2,1,3
ID276,57,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,485,1,1,0,1,1,2
ID277,61,PRIME,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,310,1,1,1,0,0,0
ID278,64,VIP,NOR,Estrella,0,0,0,0,0,0,6,6,4,3,4,2,2,2,2,2,2,2,610,0,0,1,2,1,1
ID279,37,PRIME,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,3,5,2,2,2,2,2,2,547,0,1,0,2,0,2
ID280,40,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,191,2,0,0,0,1,2
ID281,55,PRIME,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,837,1,1,1,1,0,3
ID282,31,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,335,2,1,1,0,1,2
ID283,34,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,507,1,1,1,0,0,0
ID284,43,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,308,1,1,0,0,0,3
ID285,44,PRIME,NOR,Potencial,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,762,1,0,0,1,0,3
ID286,48,CLASICO,NB  ,Basico,0,0,0,0,0,0,6,3,0,0,0,0,2,2,2,2,2,2,525,0,1,0,0,1,0
ID287,48,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,503,2,1,0,2,1,2
ID288,49,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,636,1,0,1,2,0,3
ID289,49,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,614,0,0,0,2,0,1
ID290,51,CLASICO,NOR,Basico,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,367,2,0,1,1,0,1
ID291,51,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,431,1,1,1,2,1,3
ID292,52,CLASICO,NB  ,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,657,1,1,1,2,0,1
ID293,53,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,471,2,1,0,0,1,1
ID294,54,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,271,2,1,0,0,1,1
ID295,54,VIP,NOR,Estrella,0,0,0,0,0,0,1,5,1,0,0,0,2,2,2,2,2,2,396,1,0,0,0,0,0
ID296,56,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,481,0,0,0,2,0,3
ID297,60,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,415,1,0,1,1,0,3
ID298,60,PRIME,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,414,0,0,1,0,0,3
ID299,64,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,616,2,1,0,0,1,1
ID300,38,VIP,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,635,1,1,1,2,1,3
ID301,58,VIP,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,527,1,0,1,2,0,3
ID302,57,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,476,1,0,0,2,0,0
ID303,52,CLASICO,NOR,No Vinculado,0,0,0,3510,9470,0,0,0,0,0,0,0,1,1,1,1,1,2,591,0,0,0,2,0,2
ID304,42,PRIME,NOR,Estrella,0,0,0,0,0,0,7,6,10,15,8,2,1,1,1,2,2,2,757,1,0,1,2,0,2
ID305,39,PRIME,NOR,Estrella,0,0,0,0,0,0,0,2,1,3,0,2,1,1,1,2,2,2,446,1,1,1,1,1,3
ID306,53,VIP,NOR,Estrella,0,60,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,411,0,1,1,0,1,0
ID307,64,CLASICO,NOR,Basico,0,0,0,0,0,0,2,4,8,5,5,6,1,1,2,2,2,2,681,2,1,0,0,0,2
ID308,30,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,655,2,1,0,0,0,1
ID309,39,VIP,NB  ,Potencial,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,260,2,1,0,0,0,3
ID310,47,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,528,1,0,1,2,1,1
ID311,51,VIP,NB  ,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,365,2,1,0,2,1,2
ID312,42,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,204,2,1,1,1,1,2
ID313,62,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,1,360,2,1,0,1,1,3
ID314,65,VIP,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,1,486,0,0,1,0,0,0
ID315,45,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,240,0,0,0,1,1,2
ID316,57,VIP,NOR,Basico,0,0,0,0,0,0,2,0,1,0,0,0,3,3,3,2,2,1,468,2,1,1,0,1,0
ID317,59,CLASICO,NOR,Estrella,0,0,0,0,0,4190,0,0,0,1,0,0,3,2,2,2,1,1,195,1,1,1,0,1,2
ID318,64,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,410,1,1,1,2,1,3
ID319,38,PRIME,NOR,No Vinculado,0,0,0,0,1930,0,6,6,3,10,5,2,2,2,1,1,1,1,547,0,0,1,0,0,3
ID320,55,CLASICO,NOR,Estrella,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,1,1,1,417,1,0,0,2,0,1
ID321,64,VIP,NOR,Estrella,0,0,0,0,0,0,4,3,11,3,4,4,2,2,1,1,1,1,408,2,0,0,1,0,3
ID322,53,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,545,2,0,1,2,1,3
ID323,32,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,263,1,0,1,1,0,2
ID324,49,CLASICO,NB  ,No Vinculado,0,0,0,0,0,0,0,1,3,0,1,4,2,2,2,1,1,1,574,0,0,0,1,0,2
ID325,34,PRIME,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,640,1,0,1,2,1,0
ID326,36,VIP,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,278,0,0,0,2,0,1
ID327,36,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,599,0,0,0,2,1,0
ID328,39,VIP,NOR,Basico,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,2,2,1,133,0,1,1,0,0,0
ID329,53,PRIME,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,586,0,1,0,2,0,3
ID330,53,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,479,0,1,1,0,0,2
ID331,56,CLASICO,NOR,Estrella,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,1,499,2,0,0,1,0,2
ID332,63,CLASICO,NB  ,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,485,0,0,1,0,0,3
ID333,49,PRIME,NOR,Estrella,0,0,0,0,0,0,16,5,6,6,11,9,1,1,1,1,1,1,316,2,0,0,2,0,2
ID334,51,VIP,NOR,Basico,0,0,0,0,0,0,7,14,10,6,2,7,1,1,2,2,1,1,697,2,0,0,1,1,3
ID335,53,VIP,NOR,Basico,0,0,0,0,0,0,0,6,5,6,0,0,1,1,1,1,1,1,238,0,0,1,2,1,3
ID336,57,PRIME,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,569,2,1,0,1,1,2
ID337,60,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,311,0,0,0,1,0,1
ID338,42,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,604,1,1,1,2,0,1
ID339,42,VIP,NOR,Potencial,0,0,0,0,0,0,2,6,0,3,7,1,1,1,1,1,1,1,518,0,1,0,1,1,3
ID340,43,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,266,2,1,1,1,0,3
ID341,45,PRIME,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,494,1,0,0,0,1,1
ID342,61,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,190,2,1,1,1,1,1
ID343,51,VIP,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,641,2,1,1,1,0,2
ID344,65,CLASICO,NOR,Basico,0,0,0,0,0,0,2,6,14,6,5,2,1,1,1,1,1,1,780,2,0,1,1,0,1
ID345,46,CLASICO,NOR,Estrella,0,0,0,0,30,0,3,6,3,1,0,5,1,1,1,1,1,1,514,2,1,0,0,0,2
ID346,50,VIP,NB  ,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,104,0,1,1,1,0,0
ID347,53,CLASICO,NOR,Estrella,0,0,0,0,0,0,8,8,4,5,6,9,1,1,1,1,1,1,365,1,0,0,2,1,0
ID348,61,VIP,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,492,1,0,0,1,1,1
ID349,49,CLASICO,NOR,Estrella,0,0,0,0,0,0,7,10,10,1,1,0,1,1,1,1,1,1,204,2,0,1,0,1,0
ID350,60,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,392,1,0,1,2,0,1
ID351,62,CLASICO,NOR,Transaccional,0,0,0,0,0,0,6,6,18,2,7,3,1,1,1,1,1,1,521,2,1,1,2,1,0
ID352,32,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,622,0,0,1,1,1,3
ID353,35,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,262,2,0,0,0,1,0
ID354,39,PRIME,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,370,2,1,1,2,1,3
ID355,42,VIP,PER,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,286,0,1,0,0,1,1
ID356,42,CLASICO,DUD,Basico,0,0,0,0,0,0,2,3,0,0,0,0,1,1,1,1,1,1,243,1,0,0,0,0,3
ID357,42,CLASICO,NOR,Estrella,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,633,2,0,0,1,1,0
ID358,43,CLASICO,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,458,2,1,0,1,1,1
ID359,45,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,596,0,0,1,2,1,0
ID360,47,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,549,1,1,0,2,0,0
ID361,49,CLASICO,NOR,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,603,1,0,1,2,1,1
ID362,50,PRIME,NOR,Basico,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,510,0,1,1,1,1,1
ID363,50,CLASICO,NOR,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,491,1,1,0,0,0,2
ID364,51,VIP,NB  ,Potencial,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,458,2,1,0,0,0,1
ID365,52,PRIME,NOR,Basico,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,256,2,0,0,2,0,2
ID366,52,PRIME,PER,Basico,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,830,2,1,1,1,1,1
ID367,53,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,218,2,1,1,1,0,2
ID368,56,PRIME,NB  ,No Vinculado,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,479,0,1,1,2,1,1
ID369,56,PRIME,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,575,0,1,0,0,1,0
ID370,56,CLASICO,NOR,Estrella,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,565,2,1,1,2,1,3
