ID CLIENTE,EDAD,ESTADO CIVIL,TIPO DE TARJETA,"CLASE DE
CLIENTE","UTILIDAD 
PROMEDIO TC",SALDO CANCELADO TC ,"TOTAL DE 
RECLAMOS","INGRESO 
MENSUAL","CUENTA 
SUELDO","CANTIDAD DE PRODUCTO
FINANCIERO DEL BBVA",ANTIGUEDAD,"USO DE BANCA
POR INTERNET","DEUDA TOTAL DE 
TARJETA DECREDITO","LINEA DISPONIBLE DE 
TARJETA DE CREDITO","LINEA TOTAL DE 
TARJETA DE CREDITO"
ID207,44,Divorsiado,Black,PREMIUN," 85,650 ",140,5," 18,000 ",1,4,0,1," 9,000 ", -   ," 9,000 "
ID208,48,Divorsiado,Oro,CLASICO," 2,974 ",14,2," 16,000 ",0,4,0,1," 11,000 "," 110,000 "," 121,000 "
ID209,48,Divorsiado,Plata,CLASICO," 18,480 ",115,8," 18,000 ",0,2,2,0, -   ," 40,000 "," 40,000 "
ID210,49,Soltero,Oro,VIP," 10,935 ",77,7," 16,000 ",0,4,0,0," 4,000 "," 15,000 "," 19,000 "
ID211,49,Divorsiado,Life plata,PREMIUN," 102,053 ",46,3," 18,000 ",0,3,0,1," 6,000 "," 13,000 "," 19,000 "
ID212,59,Divorsiado,Life plata,VIP, 401 ,37,7," 13,000 ",0,3,0,1, -   ," 6,000 "," 6,000 "
ID213,51,Divorsiado,Plata,CLASICO, -   ,36,5," 15,000 ",0,4,0,1, -   ," 60,000 "," 60,000 "
ID214,51,Casado,Black,PREMIUN," 2,731 ",127,9," 13,000 ",0,2,0,0, -   ," 120,000 "," 120,000 "
ID215,52,Casado,Black,CLASICO, 357 ,65,6," 19,000 ",0,2,0,1, -   ," 70,000 "," 70,000 "
ID216,53,Divorsiado,Black,VIP," 6,509 ",69,5," 12,000 ",0,3,5,1, -   ," 40,000 "," 40,000 "
ID217,54,Divorsiado,Oro,CLASICO, -   ,147,5," 14,000 ",0,2,3,0, -   ," 40,000 "," 40,000 "
ID218,54,Divorsiado,Oro,VIP, -   ,50,1," 17,000 ",1,3,7,0, -   ," 75,000 "," 75,000 "
ID219,56,Divorsiado,Plata,CLASICO," 29,726 ",112,5," 19,000 ",1,4,1,1, -   ," 53,000 "," 53,000 "
ID220,60,Viudo,Plata,VIP," 23,165 ",33,6," 16,000 ",0,3,0,1, -   ," 90,000 "," 90,000 "
ID221,60,Viudo,Life signature,PREMIUN," 37,478 ",118,4," 13,000 ",0,4,0,0, -   ," 70,000 "," 70,000 "
ID222,64,Casado,Life signature,CLASICO, -   ,67,5," 19,000 ",0,3,0,0, -   ," 35,000 "," 35,000 "
ID223,58,Casado,Plata,CLASICO," 3,187 ",53,6," 17,000 ",1,2,2,0, -   ," 100,000 "," 100,000 "
ID224,57,Divorsiado,Oro,VIP," 1,775 ",80,3," 17,000 ",1,3,0,0, -   ," 90,000 "," 90,000 "
ID225,38,Divorsiado,Life plata,VIP, -   ,136,9," 18,000 ",0,4,4,0," 6,000 "," 58,000 "," 64,000 "
ID226,58,Soltero,Life signature,VIP," 11,230 ",96,7," 12,000 ",0,4,0,0," 24,000 "," 10,000 "," 34,000 "
ID227,57,Viudo,Life signature,CLASICO," 7,888 ",43,3," 18,000 ",1,4,0,0," 45,000 "," 90,000 "," 135,000 "
ID228,52,Casado,Oro,CLASICO, -   ,141,4," 16,000 ",0,4,0,0, -   ," 113,000 "," 113,000 "
ID229,42,Soltero,Life signature,PREMIUN," 36,923 ",65,6," 13,000 ",0,4,0,1, -   ," 3,000 "," 3,000 "
ID230,39,Divorsiado,Life plata,PREMIUN, -   ,150,8," 17,000 ",1,2,0,1, -   ," 40,000 "," 40,000 "
ID231,53,Divorsiado,Life plata,VIP," 55,241 ",121,3," 19,000 ",0,3,10,0, -   ," 39,000 "," 39,000 "
ID232,64,Divorsiado,Life signature,CLASICO," 10,390 ",32,5," 16,000 ",1,2,9,0, -   ," 100,000 "," 100,000 "
ID233,30,Soltero,Life plata,CLASICO, 790 ,48,4," 14,000 ",0,2,2,1, -   ," 80,000 "," 80,000 "
ID234,39,Soltero,Life plata,VIP," 2,029 ",80,6," 18,000 ",1,4,5,0, -   ," 110,000 "," 110,000 "
ID235,53,Casado,Plata,VIP, -   ,81,8," 14,000 ",0,4,0,0, -   ," 90,000 "," 90,000 "
ID236,47,Soltero,Life signature,CLASICO, 437 ,135,6," 13,000 ",1,4,4,0," 10,000 "," 95,000 "," 105,000 "
ID237,51,Soltero,Life plata,VIP," 2,362 ",72,8," 19,000 ",0,2,0,0, -   ," 120,000 "," 120,000 "
ID238,42,Casado,Black,CLASICO," 21,459 ",16,8," 17,000 ",0,4,0,0, -   ," 61,000 "," 61,000 "
ID239,62,Casado,Black,CLASICO, 431 ,19,8," 19,000 ",1,4,0,0," 37,000 "," 89,000 "," 126,000 "
ID240,65,Casado,Oro,VIP, -   ,115,1," 16,000 ",1,3,0,1, -   ," 6,000 "," 6,000 "
ID241,45,Divorsiado,Oro,PREMIUN," 38,488 ",76,4," 12,000 ",1,3,0,1, -   ," 70,000 "," 70,000 "
ID242,57,Divorsiado,Oro,VIP," 28,954 ",105,5," 14,000 ",0,4,0,0, -   ," 11,000 "," 11,000 "
ID243,59,Divorsiado,Black,CLASICO, -   ,91,6," 15,000 ",1,4,0,1," 13,000 "," 73,000 "," 86,000 "
ID244,64,Casado,Plata,CLASICO, 61 ,95,9," 14,000 ",0,4,7,1, -   ," 40,000 "," 40,000 "
ID245,38,Casado,Oro,PREMIUN, -   ,137,4," 18,000 ",0,4,0,0," 19,000 "," 140,000 "," 159,000 "
ID246,65,Divorsiado,Plata,PREMIUN," 17,388 ",88,5," 14,000 ",0,2,0,0, -   ," 80,000 "," 80,000 "
ID247,55,Casado,Black,CLASICO," 24,923 ",33,4," 15,000 ",1,2,8,0," 12,000 "," 27,000 "," 39,000 "
ID248,64,Soltero,Life plata,VIP, -   ,82,6," 12,000 ",0,2,0,0, -   ," 5,000 "," 5,000 "
ID249,53,Casado,Black,VIP," 4,837 ",138,9," 14,000 ",1,4,2,0, -   ," 120,000 "," 120,000 "
ID250,32,Casado,Life plata,VIP," 3,712 ",133,5," 17,000 ",0,3,0,0," 1,000 "," 78,000 "," 79,000 "
ID251,49,Divorsiado,Life signature,CLASICO, 0 ,32,3," 19,000 ",0,2,5,0, -   ," 70,000 "," 70,000 "
ID252,34,Divorsiado,Life signature,PREMIUN, 36 ,129,5," 13,000 ",1,3,10,1, -   ," 19,000 "," 19,000 "
ID253,36,Casado,Life plata,VIP," 96,550 ",124,3," 16,000 ",0,2,5,1, -   ," 52,000 "," 52,000 "
ID254,36,Casado,Life plata,VIP, -   ,115,3," 18,000 ",1,2,8,0, -   ," 75,000 "," 75,000 "
ID255,39,Casado,Life plata,VIP, 121 ,133,2," 19,000 ",1,4,1,1," 14,000 "," 35,000 "," 49,000 "
ID256,53,Casado,Oro,PREMIUN," 21,443 ",28,6," 14,000 ",1,3,0,1, -   ," 6,000 "," 6,000 "
ID257,48,Soltero,Oro,CLASICO, -   ,27,5," 19,000 ",1,4,0,0," 19,000 "," 95,000 "," 114,000 "
ID258,53,Divorsiado,Oro,CLASICO," 14,956 ",27,4," 15,000 ",0,3,0,1," 35,000 "," 75,000 "," 110,000 "
ID259,56,Casado,Plata,CLASICO, -   ,129,5," 17,000 ",1,4,3,1," 4,000 "," 95,000 "," 99,000 "
ID260,63,Divorsiado,Plata,CLASICO, -   ,92,4," 19,000 ",1,4,0,1, -   ," 20,000 "," 20,000 "
ID261,49,Divorsiado,Life signature,PREMIUN," 41,796 ",133,6," 18,000 ",0,3,0,1," 3,000 "," 76,000 "," 79,000 "
ID262,51,Soltero,Plata,VIP," 2,126 ",118,7," 12,000 ",1,4,2,1," 11,000 "," 3,000 "," 14,000 "
ID263,53,Divorsiado,Life plata,VIP, 387 ,120,7," 18,000 ",0,3,2,0," 7,000 "," 7,000 "," 14,000 "
ID264,57,Casado,Life plata,PREMIUN," 7,454 ",83,7," 14,000 ",0,4,1,1," 1,000 "," 7,000 "," 8,000 "
ID265,60,Soltero,Black,CLASICO, -   ,86,2," 12,000 ",1,2,1,1, -   ," 80,000 "," 80,000 "
ID266,42,Soltero,Life signature,PREMIUN," 15,217 ",71,6," 13,000 ",0,4,5,1, -   ," 30,000 "," 30,000 "
ID267,42,Divorsiado,Black,VIP," 9,551 ",137,6," 15,000 ",0,2,5,1, -   ," 70,000 "," 70,000 "
ID268,46,Casado,Plata,CLASICO," 1,108 ",121,7," 13,000 ",0,2,0,1," 8,000 "," 39,000 "," 47,000 "
ID269,43,Viudo,Oro,VIP, -   ,130,8," 16,000 ",0,4,0,0," 5,000 "," 49,000 "," 54,000 "
ID270,45,Casado,Life signature,PREMIUN, 195 ,123,3," 16,000 ",0,2,3,1, -   ," 22,000 "," 22,000 "
ID271,61,Casado,Black,PREMIUN," 11,386 ",23,7," 19,000 ",1,4,0,1, -   ," 50,000 "," 50,000 "
ID272,51,Soltero,Life signature,VIP, -   ,26,7," 14,000 ",1,2,1,0, -   ," 40,000 "," 40,000 "
ID273,65,Divorsiado,Plata,CLASICO, -   ,82,5," 14,000 ",1,3,0,1," 8,000 "," 6,000 "," 14,000 "
ID274,46,Divorsiado,Plata,CLASICO," 9,580 ",17,5," 13,000 ",1,3,0,1, -   ," 80,000 "," 80,000 "
ID275,50,Casado,Life signature,VIP," 1,761 ",104,3," 17,000 ",0,4,0,1, -   ," 120,000 "," 120,000 "
ID276,53,Soltero,Life plata,CLASICO, 0 ,24,4," 16,000 ",1,3,0,0, -   ," 14,000 "," 14,000 "
ID277,61,Divorsiado,Life plata,VIP,-9 ,48,4," 12,000 ",0,2,3,0, -   ," 60,000 "," 60,000 "
ID278,49,Soltero,Life signature,CLASICO, -   ,93,4," 19,000 ",1,2,0,0, -   ," 6,000 "," 6,000 "
ID279,56,Soltero,Oro,PREMIUN, 263 ,87,9," 14,000 ",0,4,0,0," 12,000 "," 27,000 "," 39,000 "
ID280,60,Soltero,Black,CLASICO," 10,202 ",32,5," 19,000 ",0,2,0,1," 17,000 "," 44,000 "," 61,000 "
ID281,62,Casado,Oro,CLASICO, -   ,14,7," 16,000 ",1,2,2,0, -   ," 76,000 "," 76,000 "
ID282,32,Casado,Life plata,CLASICO, 996 ,75,6," 19,000 ",1,4,0,0, -   ," 60,000 "," 60,000 "
ID283,35,Divorsiado,Oro,CLASICO, -   ,36,3," 18,000 ",1,2,7,0," 7,000 "," 4,000 "," 11,000 "
ID284,39,Soltero,Oro,PREMIUN," 3,828 ",27,10," 18,000 ",0,4,8,1," 8,000 "," 90,000 "," 98,000 "
ID285,42,Viudo,Plata,VIP, -   ,34,3," 19,000 ",1,4,0,0," 24,000 "," 47,000 "," 71,000 "
ID286,42,Divorsiado,Oro,CLASICO," 36,282 ",55,4," 18,000 ",1,2,0,0, -   ," 40,000 "," 40,000 "
ID287,42,Casado,Life signature,CLASICO, -   ,45,4," 18,000 ",1,4,2,1, -   ," 74,000 "," 74,000 "
ID288,43,Casado,Plata,CLASICO," 1,761 ",16,6," 18,000 ",1,2,0,0," 31,000 "," 3,000 "," 34,000 "
ID289,45,Divorsiado,Oro,PREMIUN," 4,779 ",58,4," 17,000 ",1,2,1,1, -   ," 20,000 "," 20,000 "
ID290,60,Casado,Black,PREMIUN," 60,025 ",124,3," 14,000 ",1,3,3,0," 36,000 "," 70,000 "," 106,000 "
ID291,47,Divorsiado,Life signature,CLASICO, -   ,106,4," 13,000 ",1,4,2,1," 21,000 "," 2,000 "," 23,000 "
ID292,49,Casado,Oro,CLASICO," 3,712 ",82,6," 17,000 ",1,2,0,1, -   ," 70,000 "," 70,000 "
ID293,50,Casado,Oro,PREMIUN, -   ,56,5," 19,000 ",1,3,5,0, -   ," 6,000 "," 6,000 "
ID294,50,Casado,Oro,CLASICO, -   ,36,4," 16,000 ",0,3,0,1," 1,000 "," 10,000 "," 11,000 "
ID295,51,Soltero,Life plata,VIP," 20,078 ",24,4," 14,000 ",1,2,0,0, -   ," 62,000 "," 62,000 "
ID296,52,Divorsiado,Life plata,PREMIUN, -   ,14,6," 19,000 ",1,4,0,1, -   ," 75,000 "," 75,000 "
ID297,52,Divorsiado,Oro,PREMIUN, -   ,128,7," 12,000 ",1,3,0,1, -   ," 60,000 "," 60,000 "
ID298,53,Divorsiado,Plata,PREMIUN, -   ,58,7," 18,000 ",1,2,0,0, -   ," 76,000 "," 76,000 "
ID299,56,Casado,Life plata,PREMIUN, -   ,120,6," 13,000 ",1,3,4,0, -   ," 120,000 "," 120,000 "
ID300,56,Casado,Black,PREMIUN, 387 ,120,2," 17,000 ",0,2,0,1, -   ," 90,000 "," 90,000 "
ID301,39,Casado,Oro,VIP," 3,750 ",133,1," 18,000 ",1,3,2,0, -   ," 62,000 "," 62,000 "
ID302,56,Casado,Life plata,CLASICO," 27,907 ",148,10," 19,000 ",1,4,0,1," 2,000 "," 9,000 "," 11,000 "
ID303,57,Divorsiado,Black,VIP," 7,602 ",114,4," 12,000 ",1,2,0,1, -   ," 52,000 "," 52,000 "
ID304,57,Casado,Black,CLASICO," 3,481 ",103,7," 18,000 ",0,4,4,1," 3,000 "," 8,000 "," 11,000 "
ID305,58,Divorsiado,Life plata,CLASICO, -   ,132,6," 14,000 ",1,4,2,1," 11,000 "," 37,000 "," 48,000 "
ID306,59,Casado,Plata,PREMIUN, 169 ,78,5," 14,000 ",0,4,8,0, -   ," 40,000 "," 40,000 "
ID307,59,Divorsiado,Life plata,CLASICO, -   ,34,4," 14,000 ",1,3,0,0, -   ," 80,000 "," 80,000 "
ID308,59,Divorsiado,Black,PREMIUN," 2,710 ",97,7," 14,000 ",0,2,4,0, -   ," 30,000 "," 30,000 "
ID309,60,Divorsiado,Life plata,PREMIUN," 2,091 ",112,6," 15,000 ",0,3,3,0," 24,000 "," 47,000 "," 71,000 "
ID310,60,Casado,Oro,CLASICO," 2,710 ",138,3," 15,000 ",0,2,5,0, -   ," 80,000 "," 80,000 "
ID311,60,Divorsiado,Life plata,PREMIUN,-14 ,83,6," 18,000 ",1,3,0,0," 34,000 "," 40,000 "," 74,000 "
ID312,60,Soltero,Plata,PREMIUN," 20,078 ",95,2," 19,000 ",1,4,0,1, -   ," 70,000 "," 70,000 "
ID313,60,Divorsiado,Plata,VIP, -   ,56,9," 18,000 ",0,2,5,1," 6,000 "," 40,000 "," 46,000 "
ID314,61,Divorsiado,Black,PREMIUN," 19,890 ",92,10," 19,000 ",1,4,9,1," 7,000 "," 15,000 "," 22,000 "
ID315,63,Soltero,Black,CLASICO, -   ,123,6," 16,000 ",0,2,7,0, -   ," 35,000 "," 35,000 "
ID316,64,Divorsiado,Plata,CLASICO, -   ,31,6," 19,000 ",1,4,0,1," 27,000 "," 2,000 "," 29,000 "
ID317,64,Divorsiado,Life signature,VIP,-129 ,24,5," 15,000 ",1,4,6,0," 7,000 "," 7,000 "," 14,000 "
ID318,64,Divorsiado,Life plata,PREMIUN," 20,892 ",72,5," 14,000 ",1,4,1,1," 7,000 "," 4,000 "," 11,000 "
ID319,49,Casado,Oro,VIP, -   ,90,8," 18,000 ",0,2,9,0, -   ," 50,000 "," 50,000 "
ID320,36,Divorsiado,Life plata,PREMIUN," 41,796 ",35,4," 16,000 ",0,2,0,0, -   ," 29,000 "," 29,000 "
ID321,44,Divorsiado,Oro,CLASICO," 9,901 ",30,3," 12,000 ",1,4,0,1, -   ," 23,000 "," 23,000 "
ID322,46,Casado,Life plata,CLASICO, -   ,60,5," 19,000 ",0,2,0,1," 40,000 "," 16,000 "," 56,000 "
ID323,51,Divorsiado,Life plata,VIP, -   ,111,3," 12,000 ",0,4,1,0, -   ," 100,000 "," 100,000 "
ID324,49,Casado,Plata,PREMIUN," 36,282 ",95,6," 13,000 ",1,3,2,1, -   ," 70,000 "," 70,000 "
ID325,52,Divorsiado,Life plata,VIP, -   ,59,3," 14,000 ",1,4,0,0, -   ," 100,000 "," 100,000 "
ID326,58,Divorsiado,Plata,CLASICO, -   ,144,3," 14,000 ",1,4,0,0," 8,000 "," 40,000 "," 48,000 "
ID327,65,Soltero,Black,PREMIUN, -   ,131,5," 17,000 ",0,4,0,0," 18,000 "," 15,000 "," 33,000 "
ID328,56,Casado,Life signature,PREMIUN," 38,488 ",35,7," 15,000 ",1,4,0,0, -   ," 90,000 "," 90,000 "
ID329,64,Casado,Life signature,PREMIUN, -   ,96,5," 19,000 ",0,3,0,0, -   ," 75,000 "," 75,000 "
ID330,59,Soltero,Oro,PREMIUN, -   ,25,2," 14,000 ",1,2,3,0," 4,000 "," 25,000 "," 29,000 "
ID331,53,Casado,Oro,VIP, -   ,21,5," 13,000 ",0,2,0,1, -   ," 69,000 "," 69,000 "
ID332,56,Casado,Oro,VIP, 209 ,118,4," 19,000 ",0,4,1,0," 13,000 "," 70,000 "," 83,000 "
ID333,30,Casado,Plata,VIP, -   ,74,7," 17,000 ",1,3,0,0," 13,000 "," 5,000 "," 18,000 "
ID334,64,Divorsiado,Life plata,VIP, -   ,56,7," 17,000 ",0,3,3,0," 2,000 "," 23,000 "," 25,000 "
ID335,65,Divorsiado,Life signature,PREMIUN," 5,581 ",111,6," 12,000 ",0,3,1,0," 7,000 "," 4,000 "," 11,000 "
ID336,33,Divorsiado,Oro,CLASICO, 349 ,93,4," 14,000 ",1,4,7,1," 2,000 "," 23,000 "," 25,000 "
ID337,46,Soltero,Black,CLASICO," 10,935 ",137,6," 13,000 ",0,2,8,1," 18,000 "," 5,000 "," 23,000 "
ID338,47,Soltero,Plata,VIP," 33,199 ",37,4," 16,000 ",0,4,10,0, -   ," 90,000 "," 90,000 "
ID339,51,Casado,Black,PREMIUN, -   ,20,8," 16,000 ",0,4,0,1," 2,000 "," 40,000 "," 42,000 "
ID340,56,Casado,Life signature,VIP, -   ,63,1," 12,000 ",1,2,3,0," 15,000 "," 120,000 "," 135,000 "
ID341,59,Casado,Plata,PREMIUN, -   ,13,3," 12,000 ",0,3,0,1," 2,000 "," 77,000 "," 79,000 "
ID342,60,Casado,Oro,PREMIUN," 2,597 ",103,4," 16,000 ",0,4,1,1," 5,000 "," 24,000 "," 29,000 "
ID343,63,Casado,Life plata,PREMIUN, -   ,57,6," 16,000 ",1,4,5,0," 5,000 "," 49,000 "," 54,000 "
ID344,61,Divorsiado,Black,VIP, -   ,44,3," 15,000 ",0,2,0,0, -   ," 40,000 "," 40,000 "
ID345,53,Casado,Plata,VIP, 560 ,53,7," 14,000 ",0,4,1,1," 34,000 "," 40,000 "," 74,000 "
ID346,57,Soltero,Oro,CLASICO, 59 ,105,6," 13,000 ",0,3,0,1," 11,000 "," 33,000 "," 44,000 "
ID347,53,Casado,Black,VIP, -   ,56,2," 13,000 ",0,2,2,0, -   ," 100,000 "," 100,000 "
ID348,61,Casado,Oro,PREMIUN, -   ,110,2," 14,000 ",1,3,3,1," 11,000 "," 33,000 "," 44,000 "
ID349,36,Divorsiado,Plata,VIP, -   ,15,3," 14,000 ",0,2,5,1, -   ," 120,000 "," 120,000 "
ID350,65,Casado,Life plata,PREMIUN, -   ,129,1," 16,000 ",1,4,0,1," 2,000 "," 3,000 "," 5,000 "
ID351,52,Casado,Plata,CLASICO," 2,425 ",43,6," 17,000 ",1,4,0,1," 18,000 "," 51,000 "," 69,000 "
ID352,63,Casado,Life plata,CLASICO," 16,159 ",21,1," 16,000 ",0,4,5,0," 20,000 "," 5,000 "," 25,000 "
ID353,46,Divorsiado,Plata,PREMIUN," 2,029 ",48,6," 12,000 ",0,3,0,1, -   ," 76,000 "," 76,000 "
ID354,50,Casado,Oro,PREMIUN," 89,060 ",102,5," 16,000 ",1,2,0,0, -   ," 40,000 "," 40,000 "
ID355,60,Divorsiado,Black,PREMIUN, -   ,124,2," 18,000 ",0,2,6,1, -   ," 31,000 "," 31,000 "
ID356,51,Divorsiado,Life plata,PREMIUN," 1,665 ",104,6," 17,000 ",1,4,0,1, -   ," 70,000 "," 70,000 "
ID357,49,Casado,Oro,CLASICO, 169 ,107,3," 18,000 ",0,4,0,0, -   ," 60,000 "," 60,000 "
ID358,65,Viudo,Black,CLASICO," 11,386 ",126,4," 12,000 ",0,2,0,1, -   ," 70,000 "," 70,000 "
ID359,54,Soltero,Oro,VIP," 13,928 ",92,5," 14,000 ",0,4,0,0, -   ," 50,000 "," 50,000 "
ID360,44,Casado,Black,VIP," 4,837 ",28,7," 13,000 ",0,4,0,0," 30,000 "," 65,000 "," 95,000 "
ID361,45,Soltero,Life signature,CLASICO, -   ,136,8," 14,000 ",0,4,0,0," 3,000 "," 66,000 "," 69,000 "
ID362,58,Casado,Life plata,PREMIUN,-101 ,89,3," 16,000 ",1,2,1,1, -   ," 95,000 "," 95,000 "
ID363,58,Divorsiado,Life signature,PREMIUN, 7 ,70,2," 14,000 ",0,4,3,1," 6,000 "," 40,000 "," 46,000 "
ID364,59,Viudo,Black,PREMIUN, -   ,106,7," 12,000 ",1,3,3,1, -   ," 13,000 "," 13,000 "
ID365,64,Casado,Life plata,VIP,-46 ,28,9," 17,000 ",1,2,0,1, -   ," 11,000 "," 11,000 "
ID366,39,Divorsiado,Life plata,VIP, 48 ,128,5," 15,000 ",1,4,9,1," 7,000 "," 4,000 "," 11,000 "
ID367,42,Soltero,Plata,VIP," 19,033 ",25,5," 15,000 ",0,2,2,1, -   ," 40,000 "," 40,000 "
ID368,37,Casado,Oro,VIP," 38,172 ",146,4," 19,000 ",1,4,0,1, -   ," 40,000 "," 40,000 "
ID369,43,Casado,Life plata,PREMIUN, -   ,34,4," 13,000 ",0,4,0,0," 30,000 "," 13,000 "," 43,000 "
ID370,44,Casado,Life signature,VIP," 18,710 ",56,7," 15,000 ",1,4,9,0, -   ," 70,000 "," 70,000 "
ID371,53,Soltero,Oro,VIP, -   ,64,5," 15,000 ",0,4,0,1," 12,000 "," 21,000 "," 33,000 "
ID372,64,Casado,Oro,VIP," 8,897 ",132,8," 19,000 ",0,3,0,1, -   ," 35,000 "," 35,000 "
ID373,42,Casado,Life signature,VIP, 437 ,79,3," 15,000 ",1,4,2,0, -   ," 40,000 "," 40,000 "
ID374,50,Soltero,Oro,PREMIUN," 6,717 ",115,8," 16,000 ",0,2,0,0, -   ," 100,000 "," 100,000 "
ID375,52,Divorsiado,Life signature,VIP, -   ,63,3," 17,000 ",0,3,0,1, -   ," 5,000 "," 5,000 "
ID376,58,Casado,Plata,PREMIUN," 18,710 ",126,5," 15,000 ",1,2,0,1, -   ," 70,000 "," 70,000 "
ID377,59,Divorsiado,Oro,VIP, -   ,69,3," 14,000 ",1,2,2,0, -   ," 60,000 "," 60,000 "
ID378,63,Casado,Black,CLASICO," 27,516 ",65,3," 17,000 ",1,2,5,0, -   ," 6,000 "," 6,000 "
ID379,59,Viudo,Black,CLASICO, -   ,110,6," 16,000 ",1,2,0,0, -   ," 120,000 "," 120,000 "
ID380,64,Casado,Black,PREMIUN," 15,325 ",54,7," 19,000 ",0,2,7,1, -   ," 100,000 "," 100,000 "
ID381,30,Divorsiado,Plata,VIP," 6,964 ",90,5," 12,000 ",1,2,7,1, -   ," 70,000 "," 70,000 "
ID382,37,Soltero,Plata,PREMIUN," 28,203 ",63,5," 13,000 ",1,2,3,0, -   ," 6,000 "," 6,000 "
ID383,40,Soltero,Life signature,PREMIUN," 3,750 ",101,9," 17,000 ",0,2,0,0, -   ," 50,000 "," 50,000 "
ID384,52,Casado,Life signature,CLASICO," 13,422 ",128,6," 19,000 ",0,4,0,1, -   ," 40,000 "," 40,000 "
ID385,53,Soltero,Life signature,VIP, -   ,136,4," 19,000 ",0,2,0,0, -   ," 50,000 "," 50,000 "
ID386,63,Casado,Oro,VIP," 33,333 ",124,7," 15,000 ",0,2,0,0, -   ," 50,000 "," 50,000 "
ID387,65,Viudo,Oro,PREMIUN, -   ,138,5," 19,000 ",0,3,7,1," 3,000 "," 30,000 "," 33,000 "
ID388,27,Casado,Plata,PREMIUN, -   ,36,7," 14,000 ",1,2,0,1," 36,000 "," 70,000 "," 106,000 "
ID389,35,Casado,Life signature,VIP," 4,763 ",26,8," 16,000 ",1,3,1,1," 15,000 "," 120,000 "," 135,000 "
ID390,65,Casado,Plata,VIP, -   ,144,4," 16,000 ",1,3,9,1," 2,000 "," 7,000 "," 9,000 "
ID391,35,Soltero,Life plata,CLASICO, -   ,136,2," 12,000 ",1,3,0,1, -   ," 50,000 "," 50,000 "
ID392,36,Casado,Life signature,PREMIUN, -   ,55,3," 18,000 ",1,2,0,1," 8,000 "," 37,000 "," 45,000 "
ID393,37,Casado,Life plata,PREMIUN, -   ,105,7," 19,000 ",0,2,0,0, -   ," 40,000 "," 40,000 "
ID394,37,Casado,Oro,CLASICO," 8,147 ",109,5," 15,000 ",0,4,0,1, -   ," 120,000 "," 120,000 "
ID395,37,Soltero,Life plata,VIP," 6,509 ",116,5," 18,000 ",1,2,0,0," 9,000 "," 100,000 "," 109,000 "
ID396,38,Soltero,Plata,VIP," 3,857 ",127,3," 19,000 ",0,3,10,0," 5,000 "," 125,000 "," 130,000 "
ID397,39,Divorsiado,Black,PREMIUN, 300 ,28,3," 17,000 ",1,4,1,1," 5,000 "," 12,000 "," 17,000 "
ID398,39,Casado,Plata,CLASICO, -   ,16,6," 12,000 ",0,2,0,1, -   ," 74,000 "," 74,000 "
ID399,40,Soltero,Oro,PREMIUN,-837 ,36,4," 16,000 ",0,2,6,1, -   ," 60,000 "," 60,000 "
ID400,40,Casado,Plata,PREMIUN," 65,219 ",123,6," 16,000 ",0,3,9,1," 2,000 "," 47,000 "," 49,000 "
ID401,53,Soltero,Life signature,CLASICO, -   ,120,5," 13,000 ",0,3,4,1," 4,000 "," 25,000 "," 29,000 "
ID402,41,Soltero,Oro,CLASICO," 11,316 ",70,8," 16,000 ",0,3,7,1, -   ," 70,000 "," 70,000 "
ID403,41,Soltero,Life plata,VIP, 184 ,102,5," 16,000 ",0,4,0,1," 1,000 "," 38,000 "," 39,000 "
ID404,41,Divorsiado,Black,PREMIUN," 2,153 ",95,8," 18,000 ",0,4,4,1," 5,000 "," 125,000 "," 130,000 "
ID405,41,Divorsiado,Life signature,VIP, -   ,66,4," 15,000 ",1,2,0,1, -   ," 80,000 "," 80,000 "
ID406,42,Divorsiado,Life plata,PREMIUN, 121 ,58,7," 14,000 ",0,3,0,0, -   ," 38,000 "," 38,000 "
ID407,42,Soltero,Black,CLASICO," 1,108 ",127,4," 17,000 ",0,4,1,0, -   ," 33,000 "," 33,000 "
ID408,42,Divorsiado,Life signature,VIP, -   ,41,7," 18,000 ",1,3,8,1," 32,000 "," 5,000 "," 37,000 "
ID409,42,Casado,Life signature,VIP, -   ,87,5," 13,000 ",0,3,0,1, -   ," 70,000 "," 70,000 "
ID410,43,Casado,Life signature,CLASICO, -   ,69,8," 13,000 ",1,3,0,0, -   ," 40,000 "," 40,000 "
ID411,43,Divorsiado,Life plata,CLASICO, -   ,23,6," 14,000 ",0,3,0,0, -   ," 60,000 "," 60,000 "
ID412,44,Casado,Oro,VIP," 11,694 ",121,4," 13,000 ",1,3,1,0," 10,000 ", -   ," 10,000 "
ID413,44,Divorsiado,Plata,CLASICO," 2,760 ",105,3," 17,000 ",0,4,0,0, -   ," 30,000 "," 30,000 "
ID414,44,Casado,Oro,VIP," 19,033 ",66,4," 12,000 ",1,2,0,0, -   ," 38,000 "," 38,000 "
ID415,44,Divorsiado,Plata,VIP," 65,219 ",150,3," 18,000 ",1,2,0,1," 1,000 "," 5,000 "," 6,000 "
ID416,44,Soltero,Black,CLASICO, -   ,144,7," 18,000 ",1,2,0,1," 8,000 "," 37,000 "," 45,000 "
ID417,45,Soltero,Plata,VIP, -   ,71,7," 14,000 ",1,3,2,1, -   ," 60,000 "," 60,000 "
